"inventory_origin","legacy_id","legacy_title","legacy_date","legacy_era","legacy_region","disposition","proposed_canonical_id","proposed_title","proposed_date","destination","rationale","overlap_or_prerequisite_notes","research_editorial_status"
"timeline-stub","taiping","Taiping Rebellion in China","1850 CE","industry","China","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","telegraph","First Telegraph Message","1844 CE","industry","USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","telephone","Bell Invents Telephone","1876 CE","industry","USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","titanic","Sinking of the Titanic","1912 CE","industry","Atlantic","Archive","None","None","None","Archived legacy resource","As a standalone chronological node it adds no unique causal prerequisite or explanatory handoff; preserve assets and notes for possible reuse.","No canonical prerequisite; avoid restoring as progress-bearing World Spine content.","Archive after link and asset review."
"timeline-stub","trail_tears","The Trail of Tears","1831 CE","industry","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","van_gogh","Van Gogh: Starry Night","1889 CE","industry","France","Archive","None","None","None","Archived legacy resource","As a standalone chronological node it adds no unique causal prerequisite or explanatory handoff; preserve assets and notes for possible reuse.","No canonical prerequisite; avoid restoring as progress-bearing World Spine content.","Archive after link and asset review."
"timeline-stub","waterloo","Battle of Waterloo","1815 CE","industry","Belgium","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","why_industrial_revolution","Why the Industrial Revolution Began in Britain","c. 1780 CE","industry","Britain","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","wollstonecraft","Rights of Woman Published","1792 CE","industry","England","Move to another Journey type","None","None","None","Idea Trail — Ideas, expression, and interpretation","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","working_conditions","Factory Working Conditions Crisis","c. 1850 CE","industry","Britain","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","xray","Discovery of X-Rays","1895 CE","industry","Germany","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","zulu_wars","Anglo-Zulu War","1879 CE","industry","South Africa","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","archduke","Assassination of Archduke Ferdinand","1914 CE","global_conflict","Bosnia","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","battle_britain","Battle of Britain","1940 CE","global_conflict","UK","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","bretton_woods","Bretton Woods: Designing Global Economy","1944 CE","global_conflict","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","d_day","D-Day Landings","1944 CE","global_conflict","France","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","gandhi_salt","Gandhi's Salt March","1930 CE","global_conflict","India","Merge","lesson.anticolonial.nationalism-between-wars","Anticolonial Nationalism Between the Wars","1919–1939 CE","World Spine — chapter 11","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.anticolonial.nationalism-between-wars; prerequisite(s): lesson.postwar.versailles-mandates-and-league.","Source brief required; readiness: Planned."
"timeline-stub","hiroshima","Atomic Bombing of Hiroshima","1945 CE","global_conflict","Japan","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","hitler_rise","Hitler Becomes Chancellor","1933 CE","global_conflict","Germany","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","holocaust_lib","Liberation of Auschwitz","1945 CE","global_conflict","Poland","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","insulin","Discovery of Insulin","1921 CE","global_conflict","Canada","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","japanese_imperialism","Japan Invades Manchuria","1931 CE","global_conflict","China/Japan","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","kristallnacht","Kristallnacht Pogrom","1938 CE","global_conflict","Germany","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","league_of_nations","League of Nations Founded","1920 CE","global_conflict","Switzerland","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","midway","Battle of Midway","1942 CE","global_conflict","Pacific","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","mussolini","Mussolini's Fascists Take Power","1922 CE","global_conflict","Italy","Merge","lesson.dictatorships.fascism-nazism-and-stalinism","Fascism, Nazism, and Stalinism","1922–1939 CE","World Spine — chapter 11","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.dictatorships.fascism-nazism-and-stalinism; prerequisite(s): lesson.postwar.versailles-mandates-and-league|lesson.world-war-one.global-industrial-war.","Framing review; readiness: Planned."
"timeline-stub","nagasaki","Atomic Bombing of Nagasaki","1945 CE","global_conflict","Japan","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","nanking","Rape of Nanking","1937 CE","global_conflict","China","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","nuremberg","Nuremberg War Crimes Trials","1945 CE","global_conflict","Germany","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","ottoman_collapse","Collapse of the Ottoman Empire","1922 CE","global_conflict","Turkey/Middle East","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","pearl_harbor","Attack on Pearl Harbor","1941 CE","global_conflict","USA/Pacific","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","penicillin","Fleming Discovers Penicillin","1928 CE","global_conflict","UK","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","penicillin_mass","Mass Production of Penicillin","1940 CE","global_conflict","UK/USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","resistance_movements","Resistance Movements Across Occupied Europe","c. 1943 CE","global_conflict","Europe","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","roaring_twenties","The Roaring Twenties Culture","c. 1925 CE","global_conflict","USA/Europe","Archive","None","None","None","Archived legacy resource","As a standalone chronological node it adds no unique causal prerequisite or explanatory handoff; preserve assets and notes for possible reuse.","No canonical prerequisite; avoid restoring as progress-bearing World Spine content.","Archive after link and asset review."
"timeline-stub","russian_rev","Russian Revolution","1917 CE","global_conflict","Russia","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","somme","Battle of the Somme","1916 CE","global_conflict","France","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","spanish_flu","Spanish Flu Pandemic","1918 CE","global_conflict","Global","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","stalingrad","Battle of Stalingrad","1942 CE","global_conflict","Russia","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","stock_crash","Wall Street Crash","1929 CE","global_conflict","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","suffrage","Women's Suffrage (19th Amendment)","1920 CE","global_conflict","USA","Merge","lesson.rights.womens-movements","Women's Movements and Political Rights","c. 1792–1920 CE","World Spine — chapter 10","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.rights.womens-movements; prerequisite(s): lesson.enlightenment.reason-rights-and-limits.","Source brief required; readiness: Planned."
"timeline-stub","turing","Alan Turing Cracks Enigma","1942 CE","global_conflict","UK","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","tut_tomb","Discovery of Tutankhamun's Tomb","1922 CE","global_conflict","Egypt","Move to another Journey type","None","None","None","Investigation — Archaeology, excavation, and ownership","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","un_founded","Founding of the UN","1945 CE","global_conflict","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","versailles","Treaty of Versailles","1919 CE","global_conflict","France","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","weimar_hyperinflation","Weimar Germany Hyperinflation Crisis","1923 CE","global_conflict","Germany","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","ww1","World War I Begins","1914 CE","global_conflict","Global","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","ww2_start","Invasion of Poland (WWII)","1939 CE","global_conflict","Europe","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","yalta_conference","Yalta Conference: Dividing Post-War World","1945 CE","global_conflict","Crimea","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","ai_boom","Generative AI Boom","2022 CE","modern","Global","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","amazon_lidar","LiDAR Uncovers Ancient Amazon Cities","2024 CE","modern","Amazon","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","apartheid_ends","End of Apartheid in South Africa","1994 CE","modern","South Africa","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","arab_spring","Arab Spring Begins","2010 CE","modern","Middle East","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","berlin_wall","Fall of the Berlin Wall","1989 CE","modern","Germany","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","chernobyl","Chernobyl Nuclear Disaster","1986 CE","modern","USSR","Merge","lesson.environment.modern-environmentalism","Modern Environmentalism and Climate Evidence","c. 1950–1992 CE","World Spine — chapter 12","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.environment.modern-environmentalism; prerequisite(s): lesson.environment.fossil-energy-and-planetary-change.","Source set identified; readiness: Planned."
"timeline-stub","civil_rights","Civil Rights Act","1964 CE","modern","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","covid","COVID-19 Pandemic","2019 CE","modern","Global","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","crispr","CRISPR Gene Editing","2012 CE","modern","USA/Europe","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","cuban_missile","Cuban Missile Crisis","1962 CE","modern","Cuba","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","cultural_rev","Cultural Revolution","1966 CE","modern","China","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","digital_divide","The Digital Divide Grows","c. 2007 CE","modern","Global","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","dna","Watson & Crick Discover DNA Structure","1953 CE","modern","UK","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","dolly","Dolly the Sheep Cloned","1996 CE","modern","UK","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","earth_day","First Earth Day & Modern Environmentalism","1970 CE","modern","USA","Merge","lesson.environment.modern-environmentalism","Modern Environmentalism and Climate Evidence","c. 1950–1992 CE","World Spine — chapter 12","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.environment.modern-environmentalism; prerequisite(s): lesson.environment.fossil-energy-and-planetary-change.","Source set identified; readiness: Planned."
"timeline-stub","eniac","ENIAC (First Electronic Computer)","1946 CE","modern","USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","eu_founded","European Union Formed (Maastricht)","1993 CE","modern","Europe","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","facebook","Facebook Launched","2004 CE","modern","USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","genome","Human Genome Sequenced","2003 CE","modern","Global","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","ghana_independence","Ghana Gains Independence","1957 CE","modern","West Africa","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","global_financial_crisis","Global Financial Crisis","2008 CE","modern","Global","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","globalization","Globalization Accelerates","c. 1995 CE","modern","Global","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","green_revolution","The Green Revolution in Agriculture","c. 1965 CE","modern","Global","Adapt or rename","lesson.food.green-revolution","The Green Revolution and the Politics of Food","c. 1940–1980 CE","World Spine — chapter 12","The topic earns core placement, with a learner-facing title, period, and scope adjusted to foreground causal and evidentiary value.","Mapped to lesson.food.green-revolution; prerequisite(s): lesson.farming.multiple-origins.","Source brief required; readiness: Planned."
"timeline-stub","hiv_aids","HIV/AIDS Crisis Emerges","1981 CE","modern","Global","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","india_indep","Indian Independence & Partition","1947 CE","modern","India/Pakistan","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","internet_arpanet","ARPANET (Precursor to Internet)","1969 CE","modern","USA","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","iphone","iPhone Released","2007 CE","modern","Global","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","iran_rev","Iranian Revolution","1979 CE","modern","Iran","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","israel","Establishment of Israel","1948 CE","modern","Middle East","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","iss","ISS First Module Launched","1998 CE","modern","Space","Move to another Journey type","None","None","None","Idea Trail — Evidence, invention, and environment","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","korean_war","Korean War Begins","1950 CE","modern","Korea","Move to another Journey type","None","None","None","Story Arc — War, states, and strategy","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","mandela","Nelson Mandela Released","1990 CE","modern","South Africa","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","mao","Mao Declares People's Republic","1949 CE","modern","China","Merge","lesson.china.revolution-and-peoples-republic","The Chinese Revolution and the People's Republic","1945–1949 CE","World Spine — chapter 12","This node supplies useful evidence, but its explanatory work is stronger inside the broader canonical synthesis and would otherwise duplicate required progress.","Mapped to lesson.china.revolution-and-peoples-republic; prerequisite(s): lesson.china.reform-republic-and-new-culture.","Source brief required; readiness: Planned."
"timeline-stub","maya_lidar","LiDAR Reveals Hidden Maya Cities","2018 CE","modern","Mesoamerica","Move to another Journey type","None","None","None","Story Arc — Movement, encounter, and exchange","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
"timeline-stub","mlk_dream","I Have A Dream Speech","1963 CE","modern","USA","Move to another Journey type","None","None","None","Story Arc — States, power, and rights","Historically worthwhile, but narrower, more biographical, more local, or more illustrative than the finite core sequence requires.","May deepen a canonical period without becoming a prerequisite or duplicate progress-bearing lesson.","Optional-path editorial brief required."
